C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_09_736.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_09_736.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_09_736.jpg,0,1,0,15.85347
C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_09_804.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_09_804.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_09_804.jpg,0,1,0,16.56801
C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_09_872.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_09_872.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_09_872.jpg,0,1,0,17.37304
C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_09_941.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_09_941.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_09_941.jpg,0,1,0,17.97804
C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_10_011.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_10_011.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_10_011.jpg,0.15,1,0,18.80194
C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_10_080.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_10_080.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_10_080.jpg,0.3,1,0,19.37321
C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_10_149.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_10_149.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_10_149.jpg,0,1,0,20.10761
C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_10_219.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_10_219.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_10_219.jpg,0,1,0,20.70118
C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_10_287.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_10_287.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_10_287.jpg,0,1,0,21.3039
C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_10_354.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_10_354.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_10_354.jpg,0.1,1,0,22.09504
C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_10_424.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_10_424.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_10_424.jpg,0.25,1,0,22.66199
C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_10_491.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_10_491.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_10_491.jpg,0.45,1,0,23.3588
C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_10_560.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_10_560.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_10_560.jpg,0.6000001,1,0,23.82779
C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_10_627.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_10_627.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_10_627.jpg,0.7500002,1,0,24.24997
C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_10_695.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_10_695.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_10_695.jpg,0.9500002,1,0,24.74238
C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_10_763.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_10_763.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_10_763.jpg,0,1,0,25.14709
C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_10_830.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_10_830.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_10_830.jpg,0,1,0,25.79124
C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_10_897.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_10_897.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_10_897.jpg,0,1,0,26.32573
C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_10_966.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_10_966.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_10_966.jpg,0,1,0,26.88266
C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\center_2024_03_08_19_37_11_033.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\left_2024_03_08_19_37_11_033.jpg,C:\Users\MOO9CLJ\Desktop\self driving\Data\IMG\right_2024_03_08_19_37_11_033.jpg,0,1,0,27.6322
